book	book_id	chapter	verse	text
1 Tésalônika	52	1	1	Me Paul, Silvanô lôñni Timôtéô, di ntilna likoda li bôt ba Tésalônika li li yé ikété adna ni Nyambe Tata lôñni Nwet le Yésu Kristô: Konangoo i mbuma ñañ lôñni nsañ bi ba ni bé.
1 Tésalônika	52	1	2	Di nti Nyambe mayéga hiki ngéda di nhoñol bébobasôna ikété masoohe més,
1 Tésalônika	52	1	3	inyule di nwaa bé bigda bé i bisu bi Nyambe wés ni Tata wés inyu nson nan u hémle, ni ndumbba nan inyu gwéha, lôñni hônba nan inyu botñem ni gwééne Nwet wés Yésu Kristô.
1 Tésalônika	52	1	4	Inyule, a lôk kéé Nyambe a ngwés, di nyi le a bi pohol bé,
1 Tésalônika	52	1	5	inyule ñañ nlam di ñañal u bi pam nyoo bééni, ha ndik ni njel bibañga gwotama bé, ndi yak ni njel lipémba lôñni mbuu mpubi ni ngandak hémle, hala kiki ni nyi mintén mi bôt di bi yila ipôla nan inyu loñge nan.
1 Tésalônika	52	1	6	Ni bi yila ki banigle bés ni ba Nwet, hala kiki ni bi neebe bañga ikété ngandak njiiha lôñni maséé ma nlôl ni mbuu mpubi,
1 Tésalônika	52	1	7	kayéle ni bi yila ndémbél inyu bahémle bobasôna ba yé i Makédônia ni i Akaya.
1 Tésalônika	52	1	8	Maliga ma yé le, ni njel nan nyen bañga i Yéhôva i bi kéla, ha ndik i Makédônia lôñni Akaya bé, ndi yak hémle nan inyu Nyambe i bi añlana ni mbok yosôna, i nya i yé le di gwé ha bé jam i pot.
1 Tésalônika	52	1	9	Inyule bomede ba nwaa bé añal kiki di bi boma bé lisañ li bisu, ni lelaa ni bi tjôô bisat, ni hielba inyu bégés Nyambe le ndi ni sal kiki minkol inyu Nyambe nu a niñ, nu a yé ki bañga Nyambe,
1 Tésalônika	52	1	10	ni bemek Man wé nu a nlôl i ngii, nu a bi tugul ikété bawoga, hala wee Yésu nu a bi tohol bés le di pei hiun hi nlo.
book	book_id	chapter	verse	text
1 Tésalônika	52	2	1	A lôk kéé, bébomede ni nyi yaga le mayuuga més i bééni ma bi ba bé yañga.
1 Tésalônika	52	2	2	Inyule to hala kiki di bi bôk ndugi di nok njôghe, ba wéha ki bés nyuu i Filipi, kiki ni nyi, Nyambe a bi ti bés makénd i añle bé ñañ nlam ikété ngandak ngolba.
1 Tésalônika	52	2	3	Inyule maéba di bi ti bé ma nlôl bé ni hihôha, to ni nyega, to ni malôga,
1 Tésalônika	52	2	4	ndi kiki i bi lémél Nyambe i bôdôl bés ñem inyu ti bés ñañ nlam, jon di mpot bé inyu lémél bôt, ndi inyu lémél Nyambe, nu a nwan miñem nwés.
1 Tésalônika	52	2	5	Ni maliga, ni nyi le kekikel di bi lo bé i bééni, di gwéélak nkwel u dipôha, tole di bak bôt ba bihéñba inyu sôô hép nkus; Nyambe a yé mbôgi!
1 Tésalônika	52	2	6	Di bi yéñ bé to lipém li nlôl ni bôt ba binam, to ni bé, to ni bôt bape; to hala kiki di bé le di yilna bé mbegee keñi inyule di yé baôma ba Kristô.
1 Tésalônika	52	2	7	Di bi yila ipôla nan kiki bôt ba ntôñ bé ni loñgeñem, ndik kiki nyañ bon a ntôñgôl bon bé ni gwéha.
1 Tésalônika	52	2	8	Jon, kiki di gwé gwéha keñi inyu nan, di bi kit le di nlama ndigi bé añle bé ñañ nlam u Nyambe, ndi le di ti yak bé biniñ gwés gwomede, inyule ni bi yila bôt le di ngwés ngandak.
1 Tésalônika	52	2	9	A lôk kéé, ibabé pééna, ni hoñol nson wés nkeñi ni ndumbba yés. I ngéda di bi añle bé ñañ nlam u Nyambe, di bé sal juu ni njamuha inyu boñ le di bééga bañ mut to wada ikété nan mbegee keñi.
1 Tésalônika	52	2	10	Bé bahémle ni yé mbôgi, yak Nyambe a yé mbôgi, le di bi ba bôt ba maliga, bôt ba téé sép, ni bôt ba nginsohi i bisu binan.
1 Tésalônika	52	2	11	Bébomede ni nyi loñge le di bi téñbe i ti bé maéba ni hogbe, di bôglak ki hiki wada nan mbôgi, ndik kiki isañ a mboñ inyu bon bé,
1 Tésalônika	52	2	12	le ndi ni ke ni bisu i hiôm i nya i kôli ni Nyambe, nu a yé i sébél bé i Ane yé ni i lipém jé.
1 Tésalônika	52	2	13	Inyu hala yaga nyen yak bés di nwaa bé ti Nyambe mayéga, inyule ngéda ni bi leege Bañga i Nyambe di bi añle bé, ni bi leege bé yo kiki bañga i bôt ba binam, ndi kiki i yé toi, hala wee Bañga i Nyambe; i bañga ini yon i nsal ikété nan, a bé bahémle.
1 Tésalônika	52	2	14	Inyule a lôk kéé, ni bi yila bôt ba noñ ndémbél i makoda ma Nyambe ma ma yé ikété adna ni Kristô Yésu nyoo Yudéa, inyule ni bi nok ndutu i moo ma bôt ba loñ nan inyu minlélém mi mam kiki yak bo ba yé i nok ndutu i moo ma Lôk Yuda,
1 Tésalônika	52	2	15	i i bi nol Nwet le Yésu ni bapôdôl, i tééñga ki bés. Ndi ba nlémél bé Nyambe, ba nkolba yak gwéñe bi bôt bobasôna,
1 Tésalônika	52	2	16	hala kiki ba noode kéñ bés njel i pôdôs bôt ba matén inyu boñ le ba kôhna tohi. Hala nyen ba nkônde mu bibéba gwap ngéda yosôna. Ndi i lisuk, hiun hié hi ga sôk hi lo i ngii yap.
1 Tésalônika	52	2	17	Ndi, a lôk kéé, i ngéda di bé mbaglak lôñni bé inyu ndék ngéda (di bé ha bé lôñni bé, ndi di bé hoñol bé ikété miñem), inyule di bééna ngôñ keñi i tehe bé, jon di bi boñ biliya gwobisôna i tehe bé i mbombom.
1 Tésalônika	52	2	18	Inyu hala nyen di bééna ngôñ i lo nyoo bééni, ñ, memede Paul me bi noode lo nyoo, ha ngélé yada ndik bé, ndi ngélé iba; ndi Satan a bi kéñ bés njel.
1 Tésalônika	52	2	19	Inyule bonjee ba yé botñem yés, tole maséé més, tole ntut wés u mahak i bisu bi Nwet le Yésu ngéda a mba ha? Baa bé yaga bé?
1 Tésalônika	52	2	20	Ibabé pééna, bé bon ni yé lipém jés ni maséé més.
book	book_id	chapter	verse	text
1 Tésalônika	52	3	1	Jon ngéda di bi la ha bé nihbe i jam li, di bi tehe loñge i yégle i Atén bésbotama;
1 Tésalônika	52	3	2	ndi di ep Timôtéô, mankéé wés ni ngwelnson nu Nyambe ikété miñañ minlam inyu Kristô, le ndi a lédés bé, a ti ki bé hogbe ikété hémle nan,
1 Tésalônika	52	3	3	inyu boñ le mut nye ki nye a sehla bañ inyu njiiha ini. Inyule bébomede ni nyi le di nla bé keñgle mandutu mana.
1 Tésalônika	52	3	4	Inyule ngéda di bé lôñni bé, di bé béna kal bé, njiiha ngi lo, le d’a kôhna njiiha; kiki ni nyi, hala ki nyen mam ma bi tagbe.
1 Tésalônika	52	3	5	Inyu hala nyen ngéda me bi la ha bé nihbe i jam li, me om nye le a lona manwin inyu ndéñbe nan, tiga le Nnoode bôt a noode bé, ni le nson wés u yila yañga.
1 Tésalônika	52	3	6	Ndi nano Timôtéô a ntip lôl nyoo i bééni, a nlona bés nwin nlam inyu ndéñbe nan ni gwéha nan, ni le ni nhoñol bés ngéda yosôna ni maséé, ni ban-ga ngôñ keñi i tehe bés, ndik kiki yak bés di gwé ngôñ i tehe bé.
1 Tésalônika	52	3	7	Inyu hala nyen, a lôk kéé, ni njel nan lôñni ndéñbe ni bi unda nyen di bi kôhna hogbe ikété ndééñga yés ni njiiha yés yosôna.
1 Tésalônika	52	3	8	Inyule hala a nkônde ti bés makénd ngéda ni téé siñ i Nwet.
1 Tésalônika	52	3	9	Inyule lelaa di nla unda le di ntimbhe Nyambe mayéga inyu nan inyu ngandak maséé di nôgda inyu nan i bisu bi Nyambe wés?
1 Tésalônika	52	3	10	Juu ni njamuha, di nyemhe ni ñem wonsôna inyu tehe bé i mbombom, ni ti bé mam ma nhañ mu hémle nan.
1 Tésalônika	52	3	11	Nano, di nsoohe le Nyambe wés ni Tata wés nyemede lôñni Nwet wés Yésu ba néhne bés njel i lo i bééni.
1 Tésalônika	52	3	12	Handugi hala, Nwet wés a hôlôs gwéha ni gwé bé ni bé, a hôlôs ki gwéha ni gwé inyu bôt bobasôna; ñ, i keñep yaga ndik kiki yak bés di ngwés bé,
1 Tésalônika	52	3	13	kayéle a lédés miñem minan le ndi ni ba ngi nsohi lôñni libak lipubhaga i bisu bi Nyambe ni Tata wés ngéda Nwet wés Yésu a mba ha ni bapubhaga bé bobasôna.
book	book_id	chapter	verse	text
1 Tésalônika	52	4	1	Jon a lôk kéé, kiki ni bi kôhna biniigana bi bi lôl i béhni inyu yi lelaa ni nlama hiôm inyu lémél Nyambe, ndik kiki ni nhiôm yaga, di nsoohe bé, di yemhege ki bé ni njel Nwet le Yésu i kônde boñ hala i nya i yôni.
1 Tésalônika	52	4	2	Inyule ni nyi biniigana di bi ti bé ni njel Nwet le Yésu.
1 Tésalônika	52	4	3	Inyule sômbôl i Nyambe i yé le, ni nlama ba bapubhaga, ni tjél ki malal ma nyega.
1 Tésalônika	52	4	4	Hiki wada nan a nlama yi lelaa a gwel nyuu yé nyemede ikété libak lipubhaga ni li lipém,
1 Tésalônika	52	4	5	ndi ni kwo bañ ikété ngôñ malal ni huluk ñem i bôt ba nyi bé gwel nyuu, kiki bôt ba matén ba ba nyi bé Nyambe.
1 Tésalônika	52	4	6	Mut to wada a lel bañ minwaa nwé inyu boñ maasañ béba munu jam lini, inyule Yéhôva a nlona kogse inyu mam mana momasôna, kiki di bi bôk di kal bé, di tibil yaga ki béhe bé.
1 Tésalônika	52	4	7	Inyule Nyambe a bi sébél bé bés inyu nyega, ndi inyu libak lipubhaga.
1 Tésalônika	52	4	8	Jon i mut a nyan biniigana bini, mut binam bé nyen a nyan, ndi Nyambe nu a nti bé mbuu wé mpubi.
1 Tésalônika	52	4	9	Ndi, inyu gwéha lisañ li bôt, ni gwé ha bé ki ngôñ le di tilna bé mu, inyule Nyambe a mal niiga bébomede i gwéhna bé ni bé.
1 Tésalônika	52	4	10	Ni maliga, ni yé i boñ hala inyu lôk kéé yosôna ikété Makédônia yosôna. Ndi di nti bé makénd, a lôk kéé, le ni kônde boñ hala i nya i yôni.
1 Tésalônika	52	4	11	Yoña makidik i bana niñ i yé nwee, ni ha bañ to nyo i mañan mam, sala ki ni moo manan ndik kiki di bi niiga bé,
1 Tésalônika	52	4	12	le ndi ni la hiôm i nya i kôli i mis ma bôt ba mbégdé, ibabé le jam jo ki jo li héñél bé.
1 Tésalônika	52	4	13	Handugi hala, a lôk kéé, di nsômbôl bé le yi i héñél bé inyu bôt ba yé i ke ’ilo ikété nyemb, inyu boñ le ni bana bañ ndutu i ñem kiki bôt bape ba ba gwé bé botñem.
1 Tésalônika	52	4	14	Inyule ibale di nhémle le Yésu a bi wo, a tuge ki, hala nyen Nyambe a’ tugul yak bôt ba bi ke ’ilo ikété nyemb ikété adna ni Yésu, kayéle ba ba lôñni Yésu.
1 Tésalônika	52	4	15	Inyule i jam lini jon di nkal bé ni njel bañga i Yéhôva, le bés bayômi ba d’a ba i niñ ngéda Nwet a mba ha, di yé mbén i bôk i ngii, i bisu bi bôt ba bi ke ’ilo ikété nyemb;
1 Tésalônika	52	4	16	inyule Nwet nyemede a’ lôl i ngii, a sôs, a ti oda ni kiñ i ñane biañgel lôñni sép i Nyambe, ha nyen bawoga ikété adna ni Kristô b’a bôk ba tuge.
1 Tésalônika	52	4	17	I mbus, bés bayômi ba d’a ba i niñ, d’a bet ikété ond lôñni bo inyu boma Nwet i ngii; ha nyen d’a ba lôñni Nwet ngéda yosôna.
1 Tésalônika	52	4	18	Jon kena ni bisu i tina bé ni bé hogbe lôñni bibañga bini.
book	book_id	chapter	verse	text
1 Tésalônika	52	5	1	Ndi inyu mangéda ni bikék, a lôk kéé, ni gwé bé ngôñ le ba tilna bé jam jo ki jo.
1 Tésalônika	52	5	2	Inyule bébomede ni nyi yaga loñge le hilo hi Yéhôva hi nlo toi kiki mut wip a nlo juu.
1 Tésalônika	52	5	3	To imbe ngéda bôt b’a kal le: “Nsañ u yé, to woñi u ta ha bé!” Ha nyen tjiba y’a kwél bo kunda yada, nlélém kiki nkôôga u mpuhe muda jém; ba ga pei yaga bé.
1 Tésalônika	52	5	4	Ndi, a lôk kéé, bé ni ta bé ikété jiibe le hilo hini hi puhe bé kiki bôt ba wip,
1 Tésalônika	52	5	5	inyule bébobasôna ni yé bon ba mapubi ni bon ba njamuha. Di ta bé bôt ba juu, to ba jiibe.
1 Tésalônika	52	5	6	Jon, di ke bañ ’ilo kiki bana bape, ndi di yén péé, di hiômôk ni pék.
1 Tésalônika	52	5	7	Inyule i bôt ba nke ’ilo, ba nke ’ilo juu; Yak i bôt ba nhiôô, ba nhiôô juu.
1 Tésalônika	52	5	8	Ndi bés ba di yé bôt ba njamuha, di hiômôk ni pék, di haba ben tôl i hémle ni i gwéha, di haba ki botñem i tohi kiki kôñgô,
1 Tésalônika	52	5	9	inyule Nyambe a bi téé bé bés inyu hiun, ndi le di kôhna tohi ni njel Nwet wés Yésu Kristô.
1 Tésalônika	52	5	10	A bi wo inyu yés, le to di nyén péé, to di nke ’ilo, di nlama niñ lôñni nye.
1 Tésalônika	52	5	11	Jon kena ni bisu i tina makénd bé ni bé, ni i lédhana bé ni bé, ndik kiki ni yé yaga i boñ.
1 Tésalônika	52	5	12	Nano di mbat bé, a lôk kéé, le ni ti bôt ba ntumbba ni nson ikété nan lipém, ba ba ñéga bé i Nwet, ba tinak bé maéba;
1 Tésalônika	52	5	13	tina ki bo lipém iloo hihéga ikété gwéha inyu nson wap. Niña ikété nsañ bé ni bé.
1 Tésalônika	52	5	14	Ndi di nti yak bé makénd, a lôk kéé, le ni béhe bôt ba nke nkoda, ni tinak bôt ba gwé nduña keñi hogbe, ni nidik bôt ba ntomb, ni ban-ga wongut inyu bôt bobasôna.
1 Tésalônika	52	5	15	Yoña yihe le mut nye ki nye a timbhe bañ béba inyu béba, ndi kena ni bisu i bôñlana bé ni bé mam ma yé loñge ngéda yosôna, ni boñok yak hala inyu bôt bobasôna.
1 Tésalônika	52	5	16	Kona maséé ngéda yosôna.
1 Tésalônika	52	5	17	Soohana hiki ngéda.
1 Tésalônika	52	5	18	Tina mayéga inyu mam momasôna. Hala nyen a yé sômbôl i Nyambe inyu nan ikété adna ni Kristô Yésu.
1 Tésalônika	52	5	19	Ni lém bañ hié hi mbuu u Nyambe.
1 Tésalônika	52	5	20	Ni yan bañ mbañ.
1 Tésalônika	52	5	21	Wana mam momasôna; téñbana ni mam ma yé malam.
1 Tésalônika	52	5	22	Tjéla mintén mi mam mabe nwominsôna.
1 Tésalônika	52	5	23	Nyambe nu nsañ nyemede a téé bé bapubhaga i nya i yôni. A lôk kéé, mbuu ni niñ lôñni nyuu nan bi ba mbôô ikété manjel momasôna, bi yégle ki ngi nsohi ngéda Nwet wés Yésu Kristô a mba ha.
1 Tésalônika	52	5	24	Nu a yé i sébél bé a yé maliga, a ga boñ toi hala.
