book	book_id	chapter	verse	text
1 John	62	1	1	That which was from the beginning, which we have heard, which we have seen with our eyes, which we have viewed attentively and our hands felt, concerning the word of life,
1 John	62	1	2	(yes, the life was made manifest, and we have seen and are bearing witness and reporting to YOU the everlasting life which was with the Father and was made manifest to us,)
1 John	62	1	3	that which we have seen and heard we are reporting also to YOU, that YOU too may be having a sharing with us. Furthermore, this sharing of ours is with the Father and with his Son Jesus Christ.
1 John	62	1	4	And so we are writing these things that our joy may be in full measure.
1 John	62	1	5	And this is the message which we have heard from him and are announcing to YOU, that God is light and there is no darkness at all in union with him.
1 John	62	1	6	If we make the statement: “We are having a sharing with him,” and yet we go on walking in the darkness, we are lying and are not practicing the truth.
1 John	62	1	7	However, if we are walking in the light as he himself is in the light, we do have a sharing with one another, and the blood of Jesus his Son cleanses us from all sin.
1 John	62	1	8	If we make the statement: “We have no sin,” we are misleading ourselves and the truth is not in us.
1 John	62	1	9	If we confess our sins, he is faithful and righteous so as to forgive us our sins and to cleanse us from all unrighteousness.
1 John	62	1	10	If we make the statement: “We have not sinned,” we are making him a liar, and his word is not in us.
book	book_id	chapter	verse	text
1 John	62	2	1	My little children, I am writing YOU these things that YOU may not commit a sin. And yet, if anyone does commit a sin, we have a helper with the Father, Jesus Christ, a righteous one.
1 John	62	2	2	And he is a propitiatory sacrifice for our sins, yet not for ours only but also for the whole world’s.
1 John	62	2	3	And by this we have the knowledge that we have come to know him, namely, if we continue observing his commandments.
1 John	62	2	4	He that says: “I have come to know him,” and yet is not observing his commandments, is a liar, and the truth is not in this person.
1 John	62	2	5	But whoever does observe his word, truthfully in this person the love of God has been made perfect. By this we have the knowledge that we are in union with him.
1 John	62	2	6	He that says he remains in union with him is under obligation himself also to go on walking just as that one walked.
1 John	62	2	7	Beloved ones, I am writing YOU, not a new commandment, but an old commandment which YOU have had from the beginning. This old commandment is the word which YOU heard.
1 John	62	2	8	Again, I am writing YOU a new commandment, a fact that is true in his case and in YOURS, because the darkness is passing away and the true light is already shining.
1 John	62	2	9	He that says he is in the light and yet hates his brother is in the darkness up to right now.
1 John	62	2	10	He that loves his brother remains in the light, and there is no cause for stumbling in his case.
1 John	62	2	11	But he that hates his brother is in the darkness and is walking in the darkness, and he does not know where he is going, because the darkness has blinded his eyes.
1 John	62	2	12	I am writing YOU, little children, because YOUR sins have been forgiven YOU for the sake of his name.
1 John	62	2	13	I am writing YOU, fathers, because YOU have come to know him who is from the beginning. I am writing YOU, young men, because YOU have conquered the wicked one. I write YOU, young children, because YOU have come to know the Father.
1 John	62	2	14	I write YOU, fathers, because YOU have come to know him who is from the beginning. I write YOU, young men, because YOU are strong and the word of God remains in YOU and YOU have conquered the wicked one.
1 John	62	2	15	Do not be loving either the world or the things in the world. If anyone loves the world, the love of the Father is not in him;
1 John	62	2	16	because everything in the world—the desire of the flesh and the desire of the eyes and the showy display of one’s means of life—does not originate with the Father, but originates with the world.
1 John	62	2	17	Furthermore, the world is passing away and so is its desire, but he that does the will of God remains forever.
1 John	62	2	18	Young children, it is the last hour, and, just as YOU have heard that antichrist is coming, even now there have come to be many antichrists; from which fact we gain the knowledge that it is the last hour.
1 John	62	2	19	They went out from us, but they were not of our sort; for if they had been of our sort, they would have remained with us. But they went out that it might be shown up that not all are of our sort.
1 John	62	2	20	And YOU have an anointing from the holy one; all of YOU have knowledge.
1 John	62	2	21	I write YOU, not because YOU do not know the truth, but because YOU know it, and because no lie originates with the truth.
1 John	62	2	22	Who is the liar if it is not the one that denies that Jesus is the Christ? This is the antichrist, the one that denies the Father and the Son.
1 John	62	2	23	Everyone that denies the Son does not have the Father either. He that confesses the Son has the Father also.
