book	book_id	chapter	verse	text
1 Corinthians	46	1	1	Paul, called to be an apostle of Jesus Christ through God’s will, and Sosthenes our brother
1 Corinthians	46	1	2	to the congregation of God that is in Corinth, to YOU who have been sanctified in union with Christ Jesus, called to be holy ones, together with all who everywhere are calling upon the name of our Lord, Jesus Christ, their Lord and ours:
1 Corinthians	46	1	3	May YOU have undeserved kindness and peace from God our Father and the Lord Jesus Christ.
1 Corinthians	46	1	4	I always thank God for YOU in view of the undeserved kindness of God given to YOU in Christ Jesus;
1 Corinthians	46	1	5	that in everything YOU have been enriched in him, in full ability to speak and in full knowledge,
1 Corinthians	46	1	6	even as the witness about the Christ has been rendered firm among YOU,
1 Corinthians	46	1	7	so that YOU do not fall short in any gift at all, while YOU are eagerly waiting for the revelation of our Lord Jesus Christ.
1 Corinthians	46	1	8	He will also make YOU firm to the end, that YOU may be open to no accusation in the day of our Lord Jesus Christ.
1 Corinthians	46	1	9	God is faithful, by whom YOU were called into a sharing with his Son Jesus Christ our Lord.
1 Corinthians	46	1	10	Now I exhort YOU, brothers, through the name of our Lord Jesus Christ that YOU should all speak in agreement, and that there should not be divisions among YOU, but that YOU may be fitly united in the same mind and in the same line of thought.
1 Corinthians	46	1	11	For the disclosure was made to me about YOU, my brothers, by those of the house of Chloe, that dissensions exist among YOU.
1 Corinthians	46	1	12	What I mean is this, that each one of YOU says: “I belong to Paul,” “But I to Apollos,” “But I to Cephas,” “But I to Christ.”
1 Corinthians	46	1	13	The Christ exists divided. Paul was not impaled for YOU, was he? Or were YOU baptized in the name of Paul?
1 Corinthians	46	1	14	I am thankful I baptized none of YOU except Crispus and Gaius,
1 Corinthians	46	1	15	so that no one may say that YOU were baptized in my name.
1 Corinthians	46	1	16	Yes, I also baptized the household of Stephanas. As for the rest, I do not know whether I baptized anybody else.
1 Corinthians	46	1	17	For Christ dispatched me, not to go baptizing, but to go declaring the good news, not with wisdom of speech, that the torture stake of the Christ should not be made useless.
